English,Fon
"“I am the Lord's servant,” Mary answered. “May it be to me as you have said.” Then the angel left her. ","Mali yí gbe ɖɔ: “Aklúnɔ sín mɛsɛntɔ́ wɛ un nyí; lě e a ɖɔ gbɔn ɔ́, ní bó nyí mɔ̌ nú mì.” Wɛnsagun ɔ́ ká gosín gɔ̌n tɔn. "
"At that time Mary got ready and hurried to a town in the hill country of Judea, ","Azǎn ɖé jɛ ǎ, bɔ Mali jɛ ali, bó hwlɛ́ndó, bó yi Judáa sín toxo ɖé mɛ, ɖo sókan mɛ. "
where she entered Zechariah's home and greeted Elizabeth. ,"É byɔ́ Zakalíi xwé gbe, bó dó gbe Elizabɛ́ti. "
"When Elizabeth heard Mary's greeting, the baby leaped in her womb, and Elizabeth was filled with the Holy Spirit. ","Ée Elizabɛ́ti se gbedómɛ Mali tɔn lě ɔ́, vǐ e ɖo xo tɔn mɛ é dán wǔ, bɔ Yɛsinsɛn gɔ́ ayi mɛ nú Elizabɛ́ti, "
"In a loud voice she exclaimed: “Blessed are you among women, and blessed is the child you will bear! ","bɔ é zé gbe yi jǐ, bó ɖɔ: “Mawu xo ɖɛ dó jǐ we hú nyɔ̌nu lɛ́ɛ bǐ, bó xo ɖɛ dó vǐ e ɖo xo towe mɛ é lɔmɔ̌ jí. "
"But why am I so favored, that the mother of my Lord should come to me? ","Étɛ́ un ka nyí, bɔ Aklúnɔ ce sín nɔ wá ba jǒnɔ mì! "
"As soon as the sound of your greeting reached my ears, the baby in my womb leaped for joy. ","Ée un se gbedómɛ towe lě ɔ́, é víví nú vǐ e ɖo xo ce mɛ é, bɔ é dán wǔ. "
Blessed is she who has believed that what the Lord has said to her will be accomplished!” ,"Nǔ nyɔ́ nú we, ɖó a ɖi nǔ ɖɔ akpá e Aklúnɔ dó nú émí ɔ́ ná jɛ.” "
And Mary said: “My soul glorifies the Lord ,"Mali ɖɔ: “Un ɖo susu kpa nú Aklúnɔ ce wɛ, "
"and my spirit rejoices in God my Savior, ",bɔ xomɛ hun mì tlala dó Mawu Mɛhwlɛ́ngántɔ́ ce wu
"for he has been mindful of the humble state of his servant. From now on all generations will call me blessed, ","ɖó é nyi kɔ kpɔ́n nyɛ mɛsɛntɔ́ tɔn masɔatɛ́n ɔ́. Bɛ́ sín din ɔ́, gbɛtɔ́ lɛ́ɛ bǐ ná nɔ́ ylɔ́ mì ɖɔ nǔnyɔ́nánɔ, "
for the Mighty One has done great things for me– holy is his name. ,"ɖó Nǔbǐwúkpétɔ́ ɔ́ wa nǔ ɖaxó ɖaxó nú mì. Nyǐkɔ tɔn ɔ́, nǔ mímɛ́ wɛ é nyí. "
"His mercy extends to those who fear him, from generation to generation. ",É ná kú nǔbláwǔ nú mɛ e nɔ sí i lɛ́ɛ bǐ hwebǐnu. 
He has performed mighty deeds with his arm,Fon
He has brought down rulers from their thrones but has lifted up the humble. ,"É ɖe axɔ́sú lɛ́ɛ sín zinkpo yětɔn lɛ́ɛ jí, bó sɔ́ mɛ e nɔ sɔ́ yěɖée hwe lɛ́ɛ su. "
He has filled the hungry with good things but has sent the rich away empty. ,"É ná nǔ bǐ mɛ e xovɛ́ sin lɛ́ɛ, bó nya dɔkunnɔ lɛ́ɛ asígbá alɔgbá. "
"He has helped his servant Israel, remembering to be merciful ","É wá dó alɔ togun tɔn Izlayɛ́li mɛsɛntɔ́ tɔn; é kú nǔbláwǔ nú Ablaxámu kpódó vǐ tɔn lɛ́ɛ kpó káká sɔ́yi, lě e é kó dó akpá tɔn nú tɔ́gbó mǐtɔn lɛ́ɛ gbɔn é.” "
Mary stayed with Elizabeth for about three months and then returned home. ,"Mali xɔ sun atɔn mɔ̌ ɖo Elizabɛ́ti gɔ́n, lobo wá yi xwé. "
"When it was time for Elizabeth to have her baby, she gave birth to a son. ","Hwenu e Elizabɛ́ti ɖó ná ji vǐ dó é wá su, bɔ é ji vǐ súnnu ɖokpó. "
"Her neighbors and relatives heard that the Lord had shown her great mercy, and they shared her joy. ","Mɛ e ɖo xwé tɔn kpá lɛ́ɛ kpódó hɛ̌nnumɔ tɔn lɛ́ɛ kpán se ɖɔ Aklúnɔ ɖe nǔbláwǔkúnúmɛ tɔn xlɛ́ ɛ, bɔ yě j'awǎ xá ɛ. "
"On the eighth day they came to circumcise the child, and they were going to name him after his father Zechariah, ","Azǎn tɔn tántɔn gbe ɔ́, yě wá ja ada gbo nú vǐ ɔ́ gbé, bó jló ná sun nyǐ i ɖɔ Zakalíi tɔ́ ɔ́ ɖɔhun. "
"but his mother spoke up and said, “No! He is to be called John.” ","Nɔ ɔ́ ká kɛ nu, bó ɖɔ: “Éeǒ! Jǎan wɛ é ɖó ná nyí.” "
"They said to her, “There is no one among your relatives who has that name.” ",Yě ká ɖɔ n'i ɖɔ: “Mɛ ɖé má ká nyí mɔ̌ ɖo hɛ̌n ɔ́ nu nɛ́!” 
"Then they made signs to his father, to find out what he would like to name the child. ","Yě sɔ́ alɔ dó ɖɔ xó nú tɔ́ tɔn, bó kanbyɔ́ ɛ ɖɔ nɛ̌ é ká jló ɖɔ vǐ ɔ́ ní nyí a jí, "
"He asked for a writing tablet, and to everyone's astonishment he wrote, “His name is John.” ","bɔ é byɔ́ nǔ e jí è nɔ wlán nǔ dó é ɖokpó, bó wlán ɖɔ: “Jǎan wɛ nyǐkɔ tɔn nyí.” Bɔ é kpácá yě bǐ. "
"Immediately his mouth was opened and his tongue was loosed, and he began to speak, praising God. ","Azɔn ɖokpó ɔ́, ɖɛ̌ tɔn tún kan, bɔ é hun nu, bó jɛ xó ɖɔ jí, bó jɛ susu kpa nú Mawu jí. "
"The neighbors were all filled with awe, and throughout the hill country of Judea people were talking about all these things. ",Xɛsi jɛ mɛ e ɖo xwé yětɔn kpá lɛ́ɛ bǐ jí. Mɛ bǐ nɔ́ ɖo nǔ e jɛ nɛ́ lɛ́ɛ sín xó ɖɔ wɛ ɖo Judée toxo e ɖo sókan ɔ́ mɛ lɛ́ɛ bǐ mɛ. 
"Everyone who heard this wondered about it, asking, “What then is this child going to be?” For the Lord's hand was with him. ","Mɛ e se lɛ́ɛ ká nɔ́ hɛn dó ayi mɛ, bó nɔ́ ɖo ɖiɖɔ wɛ ɖɔ: “Ani nyí gbé wɛ vǐ élɔ́ ká ja?” Nǔgbó nǔgbó ɔ́, Aklúnɔ sín hlɔ̌nhlɔ́n ɖo kpɔ́ xá ɛ. "
His father Zechariah was filled with the Holy Spirit and prophesied: ,"Yɛsinsɛn gɔ́ ayi mɛ nú tɔ́ tɔn Zakalíi, bɔ é jɛ Mawuxó ɖɔ jí ɖɔ: "
"“Praise be to the Lord, the God of Israel, because he has come and has redeemed his people. ","“È nǐ kpa susu nú Aklúnɔ, Mawu Izlayɛ́li tɔn, ɖó é wá ba togun tɔn kpɔ́n, lobo hwlɛ́n ɛ gán. "
He has raised up a horn of salvation for us in the house of his servant David ,É sɛ́ Mɛhwlɛ́ngántɔ́ hlɔ̌nhlɔ́nnɔ ɖé dó mǐ. Mɛhwlɛ́ngántɔ́ énɛ́ jɔ ɖo mɛsɛntɔ́ tɔn axɔ́sú Davídi hɛ́nnu mɛ. 
"(as he said through his holy prophets of long ago), ","Nǔ e é ko ɖɔ ɖ'ayǐ xóxó, gbɔn gbeyíɖɔ mímɛ́ tɔn lɛ́ɛ jí é nɛ́. "
salvation from our enemies and from the hand of all who hate us– ,"É dó akpá, ɖɔ émí ná hwlɛ́n mǐ gán ɖo kɛntɔ́ mǐtɔn lɛ́ɛ sí, bó ná ɖe mǐ sín mɛ e gbɛ́ wǎn nú mǐ lɛ́ɛ sín acɛ mɛ. "
"to show mercy to our fathers and to remember his holy covenant, ","É ná ɖe nǔbláwǔkúnúmɛ tɔn xlɛ́ tɔ́gbó mǐtɔn lɛ́ɛ, bó ná flín akɔjijɛ tɔn ma ɖó blɔ̌ ɖo wǔ ɔ́. "
the oath he swore to our father Abraham: ,"Đó Mawu dó akpá nú tɔ́gbó mǐtɔn Ablaxámu, "
"to rescue us from the hand of our enemies, and to enable us to serve him without fear ","ɖɔ émí ná bló, bɔ mǐ ná gló kɛntɔ́ mǐtɔn lɛ́ɛ, bó ná gbó adɔ, bó wa azɔ̌ nú émí; "
in holiness and righteousness before him all our days. ,"bɔ mǐ ná ɖó ayi mímɛ́ kpódó ayijlɔ́jlɔ́ kpán, ɖo nukɔn émítɔn, káká yi jɛ kúzán gbe mǐtɔn. "
"“And you, my child, will be called a prophet of the Most High; for you will go on before the Lord to prepare the way for him, ","Vǐ ce, hwɛ ɔ́, è nǎ ylɔ́ we ɖɔ gbeyíɖɔ Mawu Ajalɔ̌nlɔn tɔn, ɖó a nǎ jɛ nukɔn nú Aklúnɔ, bó ná bló ali tɔn lɛ́ɛ ɖó n'i. "
"to give his people the knowledge of salvation through the forgiveness of their sins, ","É ná sɔ́ togun tɔn sín hwɛ lɛ́ɛ kɛ ɛ, bó ná ɖe xlɛ́ ɛ ɖɔ émí hwlɛ́n ɛ gán. "
"because of the tender mercy of our God, by which the rising sun will come to us from heaven ","Đó Mawu mǐtɔn ɔ́, nǔbláwǔkúnúmɛtɔ́ wɛ, bó ká lɛ́ fá xomɛ; é ná bló bɔ hwlɛngán sín wěziza ɔ́ ná hɔ́n dó mǐ jí sín jǐxwé hwesivɔ́ ɖɔhun; "
"to shine on those living in darkness and in the shadow of death, to guide our feet into the path of peace.” ","wěziza énɛ́ ɔ́ ná hɔ́n dó mɛ e jínjɔ́n zǐnflú mɛ, bó ɖo kúyɛmɛ lɛ́ɛ jí, bó ná kplá mǐ gbɔn fífá li jí.” "
And the child grew and became strong in spirit,Fon
(This was the first census that took place while Quirinius was governor of Syria.) ,Nukɔn nukɔntɔn e è xa mɛ hwenu e è Kiliniwúsi ɖo tokpɔngán nyí wɛ ɖo Silíi ɔ́ nɛ́. 
And everyone went to his own town to register. ,Mɛ ɖokpó ɖokpó nɔ́ yi ná nyǐkɔ ɖo to é ɖésúnɔ tɔn mɛ. 
"So Joseph also went up from the town of Nazareth in Galilee to Judea, to Bethlehem the town of David, because he belonged to the house and line of David. ","Jozɛ́fu lɔ gosín Nazalɛ́ti, ɖo Galilée yíkúngban jí, bó ɖidó Bɛteleyɛ́mu ɖo Judée yíkúngban jí, fí e è ji axɔ́sú Davídi ɖe é, bó ná yi ná nyǐkɔ; ɖó Davídi hɛ́nnu mɛ wɛ é jɔ ɖe. "
"He went there to register with Mary, who was pledged to be married to him and was expecting a child. ","É kplá asi tɔn Mali e ɖo xo hwenɛ́nu é, bó ná yi ná nyǐkɔ. "
"While they were there, the time came for the baby to be born, ","Fínɛ́ wɛ yě ɖe, bɔ vǐjizán Mali tɔn sɔgbe, "
"and she gave birth to her firstborn, a son. She wrapped him in cloths and placed him in a manger, because there was no room for them in the inn. ","bɔ é ji nukɔngbéví tɔn, bɔ é nyí súnnu, bɔ é bú avɔ dó e, bó sɔ́ ɛ mlɔ́ nǔ e mɛ kanlin lɛ́ɛ sín nǔɖuɖu nɔ́ nɔ é; ɖó yě mɔ tɛnmɛ ɖo fí e alitanu lɛ́ɛ nɔ yi jɛ é ǎ. "
"And there were shepherds living out in the fields nearby, keeping watch over their flocks at night. ","Lɛ̌ngbɔ́nyitɔ́ ɖé lɛ́ɛ ɖo gbě énɛ́ ɔ́ jí, bó ɖo zǎn cɔ́ wɛ ɖo lɛ̌ngbɔ́ yětɔn lɛ́ɛ kɔn, ɖo gběhan mɛ. "
"An angel of the Lord appeared to them, and the glory of the Lord shone around them, and they were terrified. ","Wɛnsagun Mawu tɔn ɖokpó ká tɔ́n dó yě jí, bɔ susu Mawu tɔn sín wěziza hɔ́n dó yě jí, bɔ xɛsi ɖaxó ɖé jɛ yě bǐ jí. "
"But the angel said to them, “Do not be afraid. I bring you good news of great joy that will be for all the people. ","Wɛnsagun ɔ́ ka ɖɔ nú yě ɖɔ: “Mi ma ɖi xɛsi ó, Wɛn Ɖagbe ɖé dó mi gbé wɛ un ja, bɔ é ná nyí awǎjijɛnú ɖaxó nú togun ɔ́ bǐ. "
Today in the town of David a Savior has been born to you,Fon
This will be a sign to you: You will find a baby wrapped in cloths and lying in a manger.” ,"Nǔ e mi na dó tunwun i ná ɔ́ ɖíe: mi ná mɔ yɛ̌yɛ́ví ɖé, bɔ è bǔ avɔ dó e, bo sɔ́ ɛ mlɔ́ nǔ e mɛ kanlin lɛ́ɛ sín nǔɖuɖu nɔ́ nɔ é.” "
"Suddenly a great company of the heavenly host appeared with the angel, praising God and saying, ","Azɔn ɖokpó ɔ́, Mawu wɛnsagun wɔ̌buwɔ́bú ɖé lɛ́ɛ wá gɔ́ nú ɖěe wá dó wɛn é, bɔ yě jɛ Mawu mlá jí ɖɔ: "
"“Glory to God in the highest, and on earth peace to men on whom his favor rests.” ","“Susu nú Mawu ɖo jǐxwé, fífá ní tíin ɖo ayǐkúngban jí nú gbɛtɔ́ e sín nǔ nyɔ́ Mawu nukún mɛ lɛ́ɛ!” "
"When the angels had left them and gone into heaven, the shepherds said to one another, “Let's go to Bethlehem and see this thing that has happened, which the Lord has told us about.” ","Ée wɛnsagun lɛ́ɛ jó lɛ̌ngbɔ́nyitɔ́ lɛ́ɛ dó, bo lɛ́ kɔ ɖidó jǐxwé ɔ́, lɛ̌ngbɔ́nyitɔ́ lɛ́ɛ ɖɔ nú yěɖée ɖɔ: “Mi nú mi na hun káká yi Bɛteleyɛ́mu, bó ná yi kpɔ́n nǔ e jɛ bɔ Aklúnɔ dó wɛn tɔn sɛ́ dó mǐ é.” "
"So they hurried off and found Mary and Joseph, and the baby, who was lying in the manger. ","Yě fyá bó yi. Yě mɔ Mali kpódó Jozɛ́fu kpó, bó mɔ yɛ̌yɛ́ví ɔ́ ɖo ayǐmlɔ́mlɔ́ ɖo nǔ e mɛ kanlin lɛ́ɛ sín nǔɖuɖu nɔ́ nɔ é mɛ. "
"When they had seen him, they spread the word concerning what had been told them about this child, ","Ée yě mɔ ɛ ɔ́, yě jɛ xó e wɛnsagun ɔ́ ɖɔ dó yɛ̌yɛ́ví ɔ́ wú ɔ́ ɖɔ jí. "
and all who heard it were amazed at what the shepherds said to them. ,Bɔ nǔ e lɛ̌ngbɔ́nyitɔ́ lɛ́ɛ ɖɔ ɔ́ kpácá mɛ e se lɛ́ɛ bǐ. 
But Mary treasured up all these things and pondered them in her heart. ,"Mali ka yí xó énɛ́ lɛ́ɛ bǐ hɛn dó ayi mɛ, bó nɔ́ ɖo tamɛ lin d'é wú wɛ. "
"The shepherds returned, glorifying and praising God for all the things they had heard and seen, which were just as they had been told. ","Lɛ̌ngbɔ́nyitɔ́ lɛ́ɛ lɛ́ kɔ, bó ɖo susu kpa nú Mawu wɛ, bó ɖo mlǎmlá ɛ wɛ, ɖó nǔ e yě se, bó mɔ lɛ́ɛ bǐ sɔgbe xá lě e wɛnsagun ɔ́ ɖɔ gbɔn nú yě é. "
"On the eighth day, when it was time to circumcise him, he was named Jesus, the name the angel had given him before he had been conceived. ","Gbe e gbe vǐ ɔ́ ɖó azǎn tántɔn, bɔ è gbo ada n'i ɔ́, è sun nyǐ i ɖɔ “Jezu”; nyǐkɔ énɛ́ ɔ́ wɛ wɛnsagun ɔ́ ko ɖɔ nú Mali ɖ'ayǐ, cóbɔ é wá mɔ xo tɔn. "
"When the time of their purification according to the Law of Moses had been completed, Joseph and Mary took him to Jerusalem to present him to the Lord ","Hwenu e è ɖǒ ná slá wǔ nú Jozɛ́fu kpódó Mali kpó lě e Mɔyízi sɛ́n ɔ́ zɔ́n gbɔn ɔ́ wá su, bɔ é kplá vǐ ɔ́ yi Jeluzalɛ́mu, bó ná sɔ́ ɛ xwlé Mawu. "
"(as it is written in the Law of the Lord, “Every firstborn male is to be consecrated to the Lord” ), ",Đó è wlǎn dó Aklúnɔ sɛ́n ɔ́ mɛ ɖɔ jí: “Súnnu nukɔngbéví bǐ wɛ è nǎ sɔ́ ɖó vo nú Aklúnɔ.” 
and to offer a sacrifice in keeping with what is said in the Law of the Lord: “a pair of doves or two young pigeons.” ,"Yě ká ɖó ná hɛn xwelé we, abǐ ahwannɛ́ví we, bó ná sɔ́ sá vɔ̌ ná ɖo fínɛ́, lě e Aklúnɔ sɛ́n zɔ́n gbɔn é. "
"Now there was a man in Jerusalem called Simeon, who was righteous and devout. He was waiting for the consolation of Israel, and the Holy Spirit was upon him. ","Nya ɖé ka ɖo Jeluzalɛ́mu hwenɛ́nu, bɔ è nɔ ylɔ́ ɛ ɖɔ Simɛ́nyɔ́ɔ. Nya énɛ́ ɔ́ nɔ́ xwedó Mawusɛ́n lɛ́ɛ, bó nɔ́ jɛ hun dó Mawu sín azɔ̌ lɛ́ɛ jí. É ká ɖo te kpɔ́n mɛ e ná wá hwlɛ́n Izlayɛ́li togun ɔ́ gán é, bɔ Yɛsinsɛn ɖo kpɔ́ xá ɛ. "
It had been revealed to him by the Holy Spirit that he would not die before he had seen the Lord's Christ. ,Yɛsinsɛn ka ko ɖe xlɛ́ ɛ ɖɔ é kún ná kú ma mɔ Klísu Aklúnɔ tɔn ɖó nukún wú ó. 
"Moved by the Spirit, he went into the temple courts. When the parents brought in the child Jesus to do for him what the custom of the Law required, ","Yɛsinsɛn ka wá ɖɔ xó dó ayi mɛ n'i, bɔ é wá sinsɛnxɔ mɛ hwenu e Jezu sín mɛ lɛ́ɛ kplá Jezu wá, bó ja yɛsu e Mɔyízisɛ́n zɔ́n ɔ́ fɔ n'i gbé é. "
"Simeon took him in his arms and praised God, saying: ","Simɛ́nyɔ́ɔ ka yí vǐ ɔ́ dó awa mɛ, bó dó kú nú Mawu ɖɔ: "
"“Sovereign Lord, as you have promised, you now dismiss your servant in peace. ","“Din ɔ́, Aklúnɔ, jǒ nyɛ mɛsɛntɔ́ towe dó, lě e a ko ɖɔ gbɔn é, nú ma yi ɖo fífá mɛ; "
"For my eyes have seen your salvation, ",ɖó nukún ce mɔ hwlɛngán towe 
"which you have prepared in the sight of all people, ",e sín nǔ a sɔ́ ɖ'ayǐ nú gbɛtɔ́ lɛ́ɛ bǐ é: 
a light for revelation to the Gentiles and for glory to your people Israel.” ,"é wɛ nyí wěziza e ná ɖe we xlɛ́ akɔta lɛ́ɛ bǐ, bó ká ná nyí susu nú togun towe Izlayɛ́li é.” "
The child's father and mother marveled at what was said about him. ,Nǔ e ɖɔ dó vǐ ɔ́ wú wɛ Simɛ́nyɔ́ɔ ɖe ɔ́ ká nɔ́ kpácá vǐtɔ́ ɔ́ kpódó vǐnɔ ɔ́ kpó. 
"Then Simeon blessed them and said to Mary, his mother: “This child is destined to cause the falling and rising of many in Israel, and to be a sign that will be spoken against, ","Simɛ́nyɔ́ɔ xo ɖɛ dó yě jí, bó ká ɖɔ nú Mali vǐ ɔ́ sín nɔ ɖɔ: “Nywɛ̌ ɖɔ Mawu sɔ́ vǐ élɔ́, bɔ é ná nyí afɔklɛ́nnú nú Izlayɛ́li ví gěgé, bó ká ná lɛ́ sɔ́ yě mɛ gěgé sí te. É ná nyí wuntun Mawu tɔn e gbɛtɔ́ lɛ́ɛ ná gbɛ́ wǎn ná é, "
so that the thoughts of many hearts will be revealed. And a sword will pierce your own soul too.” ,"bɔ nǔ e lin wɛ mɛ gěgé ɖe ɔ́ ná jɛ wěxo. Hwi ɖésúnɔ ɔ́, a ka ná mɔ wǔvɛ́, bɔ é ná xo ayi towe zlɛ́ hwǐ ɖɔhun.” "
"There was also a prophetess, Anna, the daughter of Phanuel, of the tribe of Asher. She was very old; she had lived with her husband seven years after her marriage, ","Nyɔ̌nu gbeyíɖɔ Mawu tɔn ɖé ka ɖo fínɛ́, bɔ è nɔ ylɔ́ ɛ ɖɔ Ana; Fanuwɛli ví wɛ, bɔ é jɔ ɖo akɔta Acɛ́ɛ tɔn mɛ; xwe tɔn ko sɛ yi tlala. Đyɔ̌vǐ mɛ wɛ é ɖe, bó yi asúxwé. Xwe tɔn tɛ́nwe gúdo wɛ asú tɔn kú jó e dó. "
"and then was a widow until she was eighty-four. She never left the temple but worshiped night and day, fasting and praying. ","É ka sɔ́ da asú ɖě ǎ, káká bó ɖó xwe kanwe-nukún-ɛnɛ (84); é nɔ́ cí sinsɛnxɔ mɛ, bɔ zǎn kpódó kéze kpó ɔ́, é nɔ́ ɖo Mawu sɛn wɛ, ɖo nubláblá kpó ɖɛxixo kpó mɛ. "
"Coming up to them at that very moment, she gave thanks to God and spoke about the child to all who were looking forward to the redemption of Jerusalem. ","Hwenɛ́nu ɔ́, é wá yě gɔ̌n, bó jɛ Mawu kpa jí, bó jɛ vǐ ɔ́ xó ɖɔ nú mɛ e ɖo te kpɔ́n hwlɛngán Jeluzalɛ́mu tɔn lɛ́ɛ é bǐ jǐ. "
"When Joseph and Mary had done everything required by the Law of the Lord, they returned to Galilee to their own town of Nazareth. ","Ée Mali kpódó Jozɛ́fu kpó bló nǔ e Aklúnɔ sɛ́n zɔ́n lɛ́ɛ bǐ fó ɔ́, yě kpó vǐ ɔ́ kpó lɛ́ kɔ wá yi to yětɔn Nazalɛ́ti ɔ́ mɛ, ɖo Galilée yíkúngban jí. "
"And the child grew and became strong; he was filled with wisdom, and the grace of God was upon him. ","Vǐ ɔ́ ka ɖo susu wɛ, bɔ hlɔ̌nhlɔ́n ɖo wǔ tɔn wá wɛ; nǔnywɛ́ kpé e; bɔ nyɔ̌ná Mawu tɔn ɖo kpɔ́ xá ɛ. "
Every year his parents went to Jerusalem for the Feast of the Passover. ,"Xwewú xwewú ɔ́, Jezu sín tɔ́ kpódó nɔ tɔn kpó nɔ́ yi ɖu Dǐndínwáyixwe ɖo Jeluzalɛ́mu. "
"When he was twelve years old, they went up to the Feast, according to the custom. ","Hwenu e Jezu ka wá ɖó xwe wěwe ɔ́, yě yi xwe ɔ́ ɖu gbé ɖo Jeluzalɛ́mu lě e yě kó nɔ́ bló gbɔn é. "
"After the Feast was over, while his parents were returning home, the boy Jesus stayed behind in Jerusalem, but they were unaware of it. ","Ée yě ɖu xwe ɔ́ fó ɔ́, yě wlí xwé sín ali; lo ɔ́, Jezu cí Jeluzalɛ́mu, bɔ mɛ tɔn lɛ́ɛ ká tunwun ǎ. "
"Thinking he was in their company, they traveled on for a day. Then they began looking for him among their relatives and friends. ","Yě vɛdó ɖɔ é kpó émí kpó ɖo yiyi wɛ sín, bó ɖi zɔnlin kéze ɖokpó, cóbó wá jɛ biba ɛ jí gbɔn mɛ yětɔn lɛ́ɛ kpódó mɛtunwunmɛ yětɔn lɛ́ɛ kpán mɛ. "
"When they did not find him, they went back to Jerusalem to look for him. ","Ée yě má mɔ ɛ ǎ ɔ́, yě lɛ́ kɔ wá Jeluzalɛ́mu, bó kpo ɖo biba ɛ wɛ. "
"After three days they found him in the temple courts, sitting among the teachers, listening to them and asking them questions. ","Azǎn tɔn atɔn gbe wɛ yě wá yi mɔ ɛ ɖo sinsɛnxɔ mɛ, bɔ é ɖo ayǐjínjɔ́n, ɖo sɛ́nkplɔ́nmɛtɔ́ lɛ́ɛ tɛ́ntin, bó ɖo tó ɖó yě wɛ, bó ɖo nǔ kanbyɔ́ yě wɛ, "
Everyone who heard him was amazed at his understanding and his answers. ,bɔ nǔnywɛ́ tɔn kpódó xósin e ná wɛ é ɖe lɛ́ɛ kpán nɔ́ kpácá mɛ e ɖo tó ɖó e wɛ lɛ́ɛ bǐ. 
"When his parents saw him, they were astonished. His mother said to him, “Son, why have you treated us like this? Your father and I have been anxiously searching for you.” ","Ée yě wá mɔ ɛ ɔ́, é kpácá yě bǐ, bɔ nɔ tɔn kanbyɔ́ ɛ ɖɔ: “Vǐ ce, nɛ̌ ká gbɔn bɔ a blǒ mɔ̌ xá mǐ, bɔ nyɛ kpódó tɔ́ towe kpo ɖo biba we wɛ adohu adohu?” "
“Why were you searching for me?” he asked. “Didn't you know I had to be in my Father's house?” ,É yí gbe nú yě ɖɔ: “Étɛ́wú mi ɖo biba mì wɛ? Mi tunwun ɖɔ un ɖó ná ɖo tɔ́ ce sín xɔ mɛ ǎ cé?” 
But they did not understand what he was saying to them. ,Yědɛɛ lɛ́ɛ ka mɔ nǔ jɛ nǔ e ɖɔ nú yě wɛ é ɖe ɔ́ mɛ ǎ. 
Then he went down to Nazareth with them and was obedient to them. But his mother treasured all these things in her heart. ,"É ka sí te, bó xwedó yě, bɔ yě wá yi Nazalɛ́ti; é nɔ́ se tónú nú yě. Nɔ tɔn ka hɛn nǔ e jɛ nɛ́ lɛ́ɛ bǐ ayi mɛ. "
"And Jesus grew in wisdom and stature, and in favor with God and men.In the fifteenth year of the reign of Tiberius Caesar–when Pontius Pilate was governor of Judea, Herod tetrarch of Galilee, his brother Philip tetrarch of Iturea and Traconitis, and Lysanias tetrarch of Abilene– ","Jezu ɖo susu wɛ, bɔ nǔnywɛ́ tɔn ɖo jijɛ jí wɛ. Mawu yí wǎn n'i, bɔ gbɛtɔ́ lɛ́ɛ lɔ yí wǎn n'i.Hwenu e Dadá Hlɔ̌ma tɔn Tibɛ́ɛ ɖo xwe afɔtɔn bló wɛ, ɖo axɔ́súzinkpo tɔn jí ɔ́, Mawu ɖɔ xó nú Jǎan Zakalíi ví ɔ́ ɖo gbětótló mɛ. Hwenɛ́nu ɖokpó ɔ́, Pɔ́nsu Pilátu ɖo tokpɔngán nyí wɛ ɖo Judée. Elódu ka ɖo tokpɔn Galilée tɔn nu, bɔ nɔví tɔn Filípu ɖo tokpɔn Itulée kpódó Tlakonitídi tɔn kpó nu; Lisaniyási ɖo tokpɔn Abilɛ́nu tɔn nu, bɔ Hanna kpódó Kayífu kpó ɖo vɔ̌sánú-xwlémawutɔ́ ɖaxó nyí wɛ hwenɛ́nu; "
